,Unnamed: 0.1,Unnamed: 0,lower_price,upper_price,cooking_type,country,state,county,postcode,chef,city,online_booking,restaurant_name,latitude,longitude,stars,sustainable,michelin_link,restaurant_website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,days_open,wine_card,vegetarian,accessible,nice_view,classic,creative,modern,french,stars_cat,other
393,276,16,50.0,170.0,Kreativ,fr,Bourgogne-Franche-Comté,Saône-et-Loire,71100.0,Cédric Burtin,Saint-Rémy,False,L'Amaryllis,46.7567708,4.8200267,2,0,https://guide.michelin.com/de/de/bourgogne-franche-comte/saint-rmy/restaurant/l-amaryllis1896,https://www.lamaryllis.com/,geschlossen,geschlossen,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,geschlossen,4.0,1,0,1,0,0,1,0,0,0,0
410,294,14,95.0,325.0,Moderne Küche,fr,Île-de-France,Paris,75006.0,Hélène Darroze,Paris,False,Marsan par Hélène Darroze,48.8499883,2.3279216,2,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/marsan-par-helene-darroze,http://www.helenedarroze.com,geschlossen,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,geschlossen,5.0,1,1,0,0,0,0,1,0,0,0
415,299,19,245.0,325.0,Kreativ,fr,Grand Est,Haut-Rhin,68240.0,Olivier Nasti,Kaysersberg,False,La Table d'Olivier Nasti,48.1386233,7.265581,2,0,https://guide.michelin.com/de/de/grand-est/kaysersberg/restaurant/la-table-d-olivier-nasti,https://www.lechambard.fr/fr/,geschlossen,geschlossen,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,5.0,1,0,1,0,0,1,0,0,0,0
417,301,1,78.0,214.0,Kreativ,fr,Grand Est,Haut-Rhin,68000.0,Jean-Yves Schillinger,Colmar,False,JY'S,48.0755636,7.3533263,2,0,https://guide.michelin.com/de/de/grand-est/colmar/restaurant/jy-s,https://www.jean-yves-schillinger.com/,geschlossen,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,geschlossen,5.0,1,0,1,0,0,1,0,0,0,0
420,304,4,185.0,250.0,Moderne Küche,fr,Nouvelle-Aquitaine,Gironde,33000.0,Romain Lorenzon,Bordeaux,False,Le Pressoir d'Argent - Gordon Ramsay,44.84241,-0.57461,2,0,https://guide.michelin.com/de/de/nouvelle-aquitaine/bordeaux/restaurant/le-pressoir-d-argent-gordon-ramsay,https://www.bordeaux.intercontinental.com/,geschlossen,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,geschlossen,5.0,1,0,0,0,0,0,1,0,0,0
422,306,6,130.0,280.0,Kreativ,fr,Île-de-France,Paris,75007.0,David Toutain,Paris,False,David Toutain,48.8602663,2.3097038,2,1,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/david-toutain,https://www.davidtoutain.com/,20:00-21:30,20:00-21:30,20:00-21:30,20:00-21:30,20:00-21:30,geschlossen,geschlossen,5.0,1,0,0,0,0,1,0,0,0,0
427,311,11,39.0,150.0,Kreativ,fr,Occitanie,Gers,32600.0,William Candelon,Pujaudran,False,Le Puits Saint Jacques,43.590856,1.1501235,2,0,https://guide.michelin.com/de/de/occitanie/pujaudran/restaurant/le-puits-st-jacques,http://www.lepuitssaintjacques.fr,geschlossen,geschlossen,19:45-21:00,19:45-21:00,19:45-21:00,19:45-21:00,geschlossen,4.0,1,0,1,0,0,1,0,0,0,0
428,312,12,175.0,265.0,Klassische Küche,fr,Grand Est,Haut-Rhin,68970.0,Marc Haeberlin,Illhaeusern,False,Auberge de l'Ill,48.1844003,7.433043,2,0,https://guide.michelin.com/de/de/grand-est/illhaeusern/restaurant/auberge-de-l-ill,https://www.auberge-de-l-ill.com/fr/,geschlossen,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,5.0,1,1,0,1,1,0,0,0,0,0
438,323,3,82.0,145.0,Kreativ,fr,Grand Est,Bas-Rhin,67510.0,Pascal Bastian,Lembach,False,Auberge du Cheval Blanc,49.0033254,7.7906578,2,0,https://guide.michelin.com/de/de/grand-est/lembach/restaurant/auberge-du-cheval-blanc4111,https://www.cheval-blanc-lembach.fr/fr/,,,,,,,,,1,0,1,0,0,1,0,0,0,0
439,325,5,130.0,215.0,Kreativ,fr,Auvergne-Rhône-Alpes,Cantal,15110.0,,Chaudes-Aigues,False,Serge Vieira,44.8442761,3.0019613,2,1,https://guide.michelin.com/de/de/auvergne-rhone-alpes/chaudes-aigues/restaurant/serge-vieira,https://www.sergevieira.com/,,,,,,,,,1,1,1,1,0,1,0,0,0,0
447,334,14,190.0,380.0,Mediterran,fr,,,98000.0,Dominique Lory,Monaco,False,Le Louis XV - Alain Ducasse à l'Hôtel de Paris,43.7391839,7.4271047,3,0,https://guide.michelin.com/de/de/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,https://www.ducasse-paris.com/,19:30-21:15,geschlossen,geschlossen,19:30-21:15,19:30-21:15,19:30-21:15,19:30-21:15,5.0,1,1,1,0,0,0,0,0,1,1
449,336,16,120.0,210.0,Moderne Küche,fr,Hauts-de-France,Pas-de-Calais,62350.0,Christophe Dufossé,Busnes,False,Château de Beaulieu - Christophe Dufossé,50.5819943,2.507246,2,1,https://guide.michelin.com/de/de/hauts-de-france/busnes/restaurant/meurin,https://www.lechateaudebeaulieu.com,,,,,,,,,1,0,1,0,0,0,1,0,0,0
455,342,2,85.0,260.0,Moderne Küche,fr,Bourgogne-Franche-Comté,Saône-et-Loire,71150.0,Éric Pras,Chagny,False,Maison Lameloise,46.9078385,4.7529917,3,0,https://guide.michelin.com/de/de/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,,,,,,,,,1,0,0,0,0,0,1,0,1,0
459,346,6,450.0,530.0,Moderne Küche,fr,Île-de-France,Paris,75008.0,Christian Le Squer,Paris,False,Le Cinq,48.8687604,2.3008612,3,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/le-cinq6102,https://www.fourseasons.com,geschlossen,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,geschlossen,5.0,1,1,1,0,0,0,1,0,1,0
469,356,16,85.0,238.0,Klassische Küche,fr,Bourgogne-Franche-Comté,Yonne,89300.0,Jean-Michel Lorain,Joigny,False,La Côte Saint-Jacques,47.9833796,3.3853151,2,1,https://guide.michelin.com/de/de/bourgogne-franche-comte/joigny/restaurant/la-cote-saint-jacques,https://www.cotesaintjacques.com/,,,,,,,,,1,0,0,0,1,0,0,0,0,0
473,360,0,45.0,180.0,Kreativ,fr,Auvergne-Rhône-Alpes,Puy-de-Dôme,63100.0,Xavier Beaudiment,Clermont-Ferrand,False,Le Pré - Xavier Beaudiment,45.7886787,3.0519431,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/clermont-ferrand/restaurant/le-pre-xavier-beaudiment,https://www.restaurant-lepre.com/,,,,,,,,,1,0,1,0,0,1,0,0,0,0
474,361,1,165.0,205.0,Moderne Küche,fr,Nouvelle-Aquitaine,Gironde,33650.0,Nicolas Masse,Martillac,False,La Grand'Vigne - Les Sources de Caudalie,44.73119,-0.5572,2,0,https://guide.michelin.com/de/de/nouvelle-aquitaine/martillac/restaurant/la-grand-vigne,https://www.sources-caudalie.com/,,,,,,,,,1,0,1,0,0,0,1,0,0,0
476,363,3,195.0,240.0,Moderne Küche,fr,Nouvelle-Aquitaine,Gironde,33260.0,Stéphane Carrade,Pyla-sur-Mer,False,Le Skiff Club,44.606014,-1.20669,2,1,https://guide.michelin.com/de/de/nouvelle-aquitaine/pyla-sur-mer/restaurant/le-skiff-club,http://www.haaitza.com,19:15-23:00,19:15-23:00,19:15-23:00,19:15-23:00,19:15-23:00,19:30-23:30,11:30-15:30,7.0,1,0,1,0,0,0,1,0,0,0
491,378,18,135.0,245.0,Kreativ,fr,,,98000.0,Marcel Ravin,Monaco,False,Le Blue Bay,43.7488966,7.4379746,2,0,https://guide.michelin.com/de/de/monaco-region/monaco/restaurant/le-blue-bay,https://www.montecarlosbm.com/fr/restaurant-monaco/le-blue-bay,geschlossen,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,geschlossen,5.0,0,0,1,0,0,1,0,0,0,0
499,388,8,175.0,310.0,Kreativ,fr,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13520.0,Glenn Viel,Les Baux-de-Provence,False,L'Oustau de Baumanière,43.7402659,4.7873628,3,1,https://guide.michelin.com/de/de/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-oustau-de-baumaniere,https://www.baumaniere.com/,,,,,,,,,1,0,1,1,0,1,0,0,1,0
505,395,15,115.0,205.0,Moderne Küche,fr,Nouvelle-Aquitaine,Gironde,33210.0,Jérôme Schilling,Bommes,False,Lalique,44.5493811,-0.3374123,2,0,https://guide.michelin.com/de/de/nouvelle-aquitaine/bommes/restaurant/lalique,https://www.lafauriepeyragueylalique.com/le-restaurant/,,,,,,,,,1,1,1,1,0,0,1,0,0,0
511,401,1,110.0,220.0,Kreativ,fr,Grand Est,Marne,51100.0,Kazuyuki Tanaka,Reims,False,Racine,49.2528638,4.0375804,2,0,https://guide.michelin.com/de/de/grand-est/reims/restaurant/racine,https://www.racine.re/,19:15-20:30,geschlossen,geschlossen,19:15-20:30,19:15-20:30,19:15-20:30,19:15-20:30,5.0,1,0,1,0,0,1,0,0,0,0
513,404,4,340.0,415.0,Kreativ,fr,Île-de-France,Paris,75001.0,Arnaud Donckele,Paris,False,Plénitude - Cheval Blanc Paris,48.8588148,2.3421588,3,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,https://www.chevalblanc.com/fr/maison/paris/,geschlossen,geschlossen,19:00-01:00,19:00-01:00,19:00-01:00,19:00-01:00,19:00-01:00,5.0,1,0,1,1,0,1,0,0,1,0
522,413,13,65.0,152.0,Moderne Küche,fr,Bourgogne-Franche-Comté,Jura,39600.0,,Port-Lesney,False,Maison Jeunet,46.9992762,5.8240603,2,0,https://guide.michelin.com/de/de/bourgogne-franche-comte/port-lesney/restaurant/chateau-de-germigney,http://www.chateaudegermigney.com,,,,,,,,,1,0,0,0,0,0,1,0,0,0
523,414,14,160.0,210.0,Mediterran,fr,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6320.0,Bruno Cirino,La Turbie,False,Hostellerie Jérôme,43.745144,7.4002192,2,1,https://guide.michelin.com/de/de/provence-alpes-cote-dazur/la-turbie/restaurant/hostellerie-jerome,https://www.hostellerie-jerome.com/,,,,,,,,,1,1,0,1,0,0,0,0,0,1
524,415,15,98.0,320.0,Japanisch,fr,Île-de-France,Paris,75008.0,Yasunari Okazaki,Paris,False,L'Abysse au Pavillon Ledoyen,48.8662069,2.3164988,2,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/l-abysse-au-pavillon-ledoyen,https://www.yannick-alleno.com/fr/,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,geschlossen,geschlossen,5.0,1,0,0,0,0,0,0,0,0,1
535,428,8,90.0,230.0,Kreativ,fr,Grand Est,Bas-Rhin,67290.0,Paul Stradner,Wingen-sur-Moder,False,Villa René Lalique,48.9185,7.365027,2,0,https://guide.michelin.com/de/de/grand-est/wingen-sur-moder/restaurant/villa-rene-lalique,http://www.villarenelalique.com,08:00-00:00,08:00-12:00,geschlossen,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,6.0,1,0,1,0,0,1,0,0,0,0
537,430,10,175.0,250.0,Kreativ,fr,Auvergne-Rhône-Alpes,Savoie,73120.0,Sébastien Vauxion,Courchevel,False,Le Sarkara,45.4122032,6.638871,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/courchevel/restaurant/sarkara,https://www.lek2palace.com/fr/deguster/le-sarkara.html,,,,,,,,,0,0,1,1,0,1,0,0,0,0
567,461,1,95.0,270.0,Kreativ,fr,Bretagne,Finistère,29550.0,Olivier Bellin,Plomodiern,False,L'Auberge des Glazicks,48.1804523,-4.2351146,2,0,https://guide.michelin.com/de/de/bretagne/plomodiern/restaurant/l-auberge-des-glazicks,https://www.aubergedesglazick.com,,,,,,,,,1,0,1,0,0,1,0,0,0,0
588,482,2,160.0,210.0,Moderne Küche,fr,Provence-Alpes-Côte d'Azur,Var,83350.0,Éric Canino,Ramatuelle,False,La Voile - La Réserve Ramatuelle,43.1923476,6.6481676,2,0,https://guide.michelin.com/de/de/provence-alpes-cote-dazur/ramatuelle/restaurant/la-voile,https://www.lareserve-ramatuelle.com/,,,,,,,,,0,0,1,1,0,0,1,0,0,0
597,493,13,95.0,311.0,Kreativ,fr,Île-de-France,Paris,75116.0,David Bizet,Paris,False,L'Oiseau Blanc,48.8707602,2.2933134,2,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/l-oiseau-blanc,https://www.peninsula.com/fr/paris/hotel-fine-dining/french-rooftop-loiseau-blanc,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,7.0,0,0,1,1,0,1,0,0,0,0
598,495,15,165.0,440.0,Kreativ,fr,Île-de-France,Paris,75008.0,Pierre Gagnaire,Paris,False,Pierre Gagnaire,48.8732506,2.3003862,3,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/pierre-gagnaire6112,http://www.pierregagnaire.com/restaurants/pierre_gagnaire,19:30-21:30,19:30-21:30,19:30-21:30,19:30-21:30,19:30-21:30,geschlossen,geschlossen,5.0,1,0,1,0,0,1,0,0,1,0
601,498,18,265.0,350.0,Moderne Küche,fr,Auvergne-Rhône-Alpes,Haute-Savoie,74120.0,Emmanuel Renaut,Megève,False,Flocons de Sel,45.82354,6.60007,3,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/megve/restaurant/flocons-de-sel,https://www.floconsdesel.com/fr/,,,,,,,,,1,1,1,1,0,0,1,0,1,0
604,501,1,155.0,245.0,Kreativ,fr,Grand Est,Bas-Rhin,67210.0,Nicolas Stamm-Corby,Oberehnheim,False,La Fourchette des Ducs,48.4621258,7.4882994,2,0,https://guide.michelin.com/de/de/grand-est/obernai/restaurant/la-fourchette-des-ducs,http://www.lafourchettedesducs.com/fr/,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,12:00-13:30,6.0,1,0,1,0,0,1,0,0,0,0
605,502,2,125.0,195.0,Kreativ,fr,Auvergne-Rhône-Alpes,Isère,38410.0,Christophe Aribert,Uriage-les-Bains,False,Maison Aribert,45.1417394,5.8315479,2,1,https://guide.michelin.com/de/de/auvergne-rhone-alpes/uriage-les-bains/restaurant/maison-aribert,http://www.maisonaribert.com,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,7.0,1,0,1,0,0,1,0,0,0,0
